product_id,abc_class,risk_category,simulated_current_stock,safety_stock,reorder_point,avg_daily_demand,demand_std_dev,lead_time,stockout_probability,days_to_stockout
84598,A,Critical,206.16,1025.35,1210.97,26.5179,166.3283,7,0.4814,7.77
47481,C,Critical,2.25,5.53,7.57,0.1459,1.155,14,0.4812,15.4
90093,C,Critical,2.97,9.22,11.85,0.1874,1.9257,14,0.4808,15.85
20657,C,Critical,44.86,221.55,257.7,2.5823,46.2586,14,0.4799,17.37
72750C,C,Critical,5.42,19.19,23.83,0.3319,4.0063,14,0.4795,16.32
21497,A,Critical,96.54,279.3,369.68,12.9113,45.3078,7,0.4795,7.48
22493,A,Critical,26.01,111.59,135.11,3.3591,18.102,7,0.4792,7.74
20683,C,Critical,0.03,0.18,0.2,0.0014,0.0378,14,0.4789,19.25
20851,C,Critical,8.66,52.19,58.68,0.4635,10.8975,14,0.4788,18.68
47021G,C,Critical,2.94,6.09,8.77,0.1917,1.2714,14,0.4784,15.35
22179,A,Critical,11.94,30.17,41.4,1.6037,4.8945,7,0.4781,7.44
85180A,C,Critical,2.62,6.45,8.8,0.1674,1.3475,14,0.4781,15.66
22924,C,Critical,6.56,26.98,32.35,0.3834,5.6339,14,0.4775,17.1
17191A,C,Critical,0.66,1.86,2.45,0.0415,0.3893,14,0.4774,15.99
48116,A,Critical,22.48,111.68,131.39,2.8155,18.116,7,0.477,7.98
90011B,C,Critical,0.19,0.57,0.73,0.0114,0.1191,14,0.4768,16.27
21763,B,Critical,0.57,2.42,2.91,0.0486,0.4641,10,0.4768,11.76
21121,A,Critical,95.83,253.41,342.89,12.7825,41.1079,7,0.4767,7.5
90079,C,Critical,0.26,0.74,0.96,0.0157,0.1553,14,0.4759,16.23
84507B,B,Critical,22.24,95.99,114.63,1.8641,18.3972,10,0.4754,11.93
21485,A,Critical,46.09,101.76,145.11,6.1931,16.5071,7,0.475,7.44
20940,C,Critical,2.22,11.5,13.15,0.1173,2.4018,14,0.4744,18.92
22248,C,Critical,9.18,15.32,23.73,0.6009,3.1982,14,0.4744,15.28
35915C,C,Critical,9.58,52.23,59.18,0.4964,10.9055,14,0.4743,19.3
21118,C,Critical,1.67,5.69,7.07,0.0987,1.1886,14,0.4742,16.91
90014C,C,Critical,0.55,1.37,1.85,0.0343,0.2862,14,0.4735,16.07
22736,B,Critical,21.71,46.12,65.95,1.9828,8.8389,10,0.4731,10.95
84893,C,Critical,0.78,2.17,2.83,0.0472,0.4533,14,0.473,16.43
16156L,C,Critical,10.65,21.49,31.0,0.6795,4.4869,14,0.473,15.67
90152B,C,Critical,0.13,0.48,0.58,0.0072,0.0999,14,0.4729,17.55
22801,B,Critical,5.12,13.81,18.36,0.4549,2.6467,10,0.4726,11.26
22703,C,Critical,3.41,6.04,9.12,0.2203,1.2611,14,0.4724,15.48
84849A,C,Critical,6.98,19.2,25.13,0.4235,4.0091,14,0.472,16.49
84906,C,Critical,0.77,2.31,2.95,0.0458,0.4826,14,0.4717,16.8
22755,B,Critical,33.08,60.93,91.34,3.0415,11.6767,10,0.4712,10.88
37489C,C,Critical,0.12,0.4,0.5,0.0072,0.0843,14,0.4705,17.27
21123,B,Critical,25.16,46.14,69.23,2.309,8.8432,10,0.4705,10.9
72750D,C,Critical,2.66,7.74,9.94,0.1574,1.6151,14,0.4696,16.93
22694,A,Critical,34.49,91.39,122.88,4.4993,14.8248,7,0.4696,7.67
90185D,C,Critical,0.78,1.65,2.33,0.0486,0.3435,14,0.4694,16.03
35240,C,Critical,1.08,1.7,2.68,0.0701,0.3542,14,0.4692,15.46
22155,B,Critical,59.1,109.93,163.85,5.392,21.0689,10,0.469,10.96
22553,A,Critical,40.28,86.52,123.88,5.3376,14.0351,7,0.4687,7.55
20863,C,Critical,7.12,20.49,26.33,0.4177,4.2773,14,0.4683,17.05
21842,B,Critical,9.62,35.87,43.76,0.7883,6.8755,10,0.4681,12.21
21378,C,Critical,10.17,28.42,36.79,0.598,5.9342,14,0.4678,17.0
84927D,C,Critical,18.09,135.63,145.12,0.6781,28.3191,14,0.4677,26.68
21258,A,Critical,11.96,31.41,42.25,1.5479,5.0958,7,0.4667,7.73
90131,C,Critical,0.14,0.54,0.64,0.0072,0.1133,14,0.4666,18.96
35793,C,Critical,2.91,11.46,13.62,0.1545,2.3925,14,0.4665,18.86
21421,B,Critical,24.94,67.32,88.8,2.1488,12.9015,10,0.4663,11.61
72529w,C,Critical,0.03,0.18,0.2,0.0014,0.0378,14,0.4661,22.41
90039B,C,Critical,0.3,1.16,1.38,0.0157,0.2418,14,0.4661,18.89
85132B,B,Critical,6.9,24.99,30.59,0.5594,4.7899,10,0.4657,12.33
22133,B,Critical,26.89,54.29,78.33,2.4034,10.405,10,0.4654,11.19
37351,C,Critical,175.28,971.68,1079.71,7.7167,202.884,14,0.4647,22.71
21427,C,Critical,9.95,25.51,33.68,0.5837,5.3263,14,0.4645,17.04
20661,C,Critical,16.62,94.49,104.53,0.7167,19.7303,14,0.4644,23.19
46775B,C,Critical,0.13,0.48,0.58,0.0072,0.0999,14,0.4644,18.66
84228,C,Critical,1.53,4.98,6.17,0.0844,1.0407,14,0.464,18.17
90142D,C,Critical,0.03,0.18,0.2,0.0014,0.0378,14,0.4637,23.01
84876C,C,Critical,0.19,0.96,1.08,0.0086,0.2001,14,0.4637,21.95
21460,C,Critical,1.92,5.19,6.73,0.1102,1.0829,14,0.4629,17.43
85146,C,Critical,1.75,3.75,5.21,0.1044,0.7825,14,0.4613,16.73
22560,A,Critical,76.63,186.57,255.41,9.834,30.2655,7,0.4612,7.79
21120,C,Critical,0.03,0.18,0.2,0.0014,0.0378,14,0.461,23.69
22804,A,Critical,23.2,94.78,113.98,2.7439,15.3741,7,0.4609,8.46
72793,C,Critical,1.46,4.94,6.02,0.0773,1.0309,14,0.4608,18.91
21756,A,Critical,9.3,20.06,28.49,1.2046,3.2542,7,0.4597,7.72
22538,C,Critical,24.77,49.04,69.93,1.4921,10.2387,14,0.4597,16.6
21852,C,Critical,0.06,0.26,0.3,0.0029,0.0535,14,0.4595,21.12
84227,C,Critical,2.97,9.3,11.53,0.1588,1.9424,14,0.4591,18.7
17174,C,Critical,0.89,4.37,4.91,0.0386,0.9115,14,0.459,23.08
21791,A,Critical,107.76,255.41,351.82,13.7725,41.4318,7,0.4588,7.82
84466,B,Critical,18.66,111.44,123.07,1.1631,21.3578,10,0.4585,16.05
21529,B,Critical,7.99,14.31,21.39,0.7082,2.7416,10,0.4584,11.28
22799,C,Critical,1.16,2.94,3.86,0.0658,0.6138,14,0.4583,17.66
90016A,C,Critical,0.31,0.81,1.05,0.0172,0.1684,14,0.4578,17.89
22695,B,Critical,12.48,24.87,35.73,1.0858,4.766,10,0.4573,11.49
22562,A,Critical,35.05,197.72,223.67,3.7067,32.0738,7,0.4573,9.45
85019B,C,Critical,5.94,27.16,30.81,0.2604,5.6711,14,0.4569,22.82
84559b,C,Critical,0.28,0.99,1.19,0.0143,0.2068,14,0.4568,19.88
20867,B,Critical,15.0,51.86,63.43,1.1574,9.9383,10,0.4566,12.96
22891,B,Critical,4.58,13.12,16.83,0.3705,2.515,10,0.4563,12.36
22286,B,Critical,15.78,61.86,73.51,1.1645,11.8556,10,0.4561,13.55
75049L,A,Critical,77.78,330.52,392.52,8.8584,53.615,7,0.4557,8.78
21422,B,Critical,28.17,76.36,99.2,2.2833,14.6355,10,0.4541,12.34
21219,C,Critical,12.76,14.87,26.29,0.8155,3.1054,14,0.454,15.65
72803B,C,Critical,2.17,4.04,5.84,0.1288,0.8433,14,0.4535,16.86
22969,A,Critical,36.21,206.18,231.76,3.6552,33.4451,7,0.4522,9.91
37489D,C,Critical,0.2,0.6,0.74,0.01,0.1251,14,0.452,19.64
79030D,C,Critical,14.91,65.33,74.05,0.6223,13.6415,14,0.4517,23.95
20845,C,Critical,1.55,4.33,5.47,0.0815,0.9039,14,0.4516,19.04
DCGSSGIRL,C,Critical,1.23,3.37,4.27,0.0644,0.7042,14,0.451,19.04
22025,B,Critical,35.77,66.41,97.2,3.0787,12.7285,10,0.4508,11.62
22616,A,Critical,171.43,584.0,723.59,19.9413,94.734,7,0.4495,8.6
47503K,B,Critical,89.36,568.57,613.98,4.5408,108.9682,10,0.4493,19.68
22287,C,Critical,16.43,55.19,66.13,0.7811,11.5243,14,0.4493,21.04
90019C,C,Critical,0.7,1.14,1.72,0.0415,0.2388,14,0.4492,16.75
17136A,C,Critical,9.94,21.16,28.99,0.5594,4.4174,14,0.4492,17.77
21700,A,Critical,52.77,118.69,164.85,6.5951,19.2532,7,0.4484,8.0
22674,B,Critical,18.01,37.82,52.8,1.4979,7.2482,10,0.4473,12.03
84886,C,Critical,0.32,0.76,1.01,0.0172,0.1597,14,0.4471,18.63
21062,C,Critical,12.5,16.37,27.17,0.7711,3.4186,14,0.447,16.21
35821B,C,Critical,4.77,16.85,19.86,0.2146,3.519,14,0.4468,22.21
22823,B,Critical,0.17,0.74,0.85,0.0114,0.1412,10,0.4466,15.24
21396,B,Critical,17.07,42.67,56.16,1.3491,8.1779,10,0.445,12.65
17011F,C,Critical,10.06,36.2,42.31,0.4363,7.5589,14,0.4445,23.05
20695,C,Critical,3.4,6.5,9.18,0.1917,1.3565,14,0.4441,17.72
21675,B,Critical,19.06,24.01,41.02,1.701,4.602,10,0.444,11.21
21193,C,Critical,3.19,8.73,10.95,0.1588,1.8221,14,0.4438,20.07
17012D,C,Critical,1.75,4.75,5.97,0.0873,0.9911,14,0.4437,20.02
37345,C,Critical,12.13,50.86,57.29,0.4592,10.6189,14,0.4429,26.42
22811,C,Critical,4.32,10.09,13.28,0.2275,2.107,14,0.4427,19.0
21586,A,Critical,23.45,74.21,93.02,2.6867,12.0385,7,0.4421,8.73
22254,B,Critical,11.87,24.01,33.75,0.9742,4.6009,10,0.4418,12.19
22342,B,Critical,13.65,26.08,37.37,1.1288,4.9992,10,0.4406,12.09
21594,C,Critical,0.12,0.36,0.44,0.0057,0.0755,14,0.4405,21.39
48195,B,Critical,6.02,24.49,28.28,0.3791,4.6926,10,0.4402,15.89
21934,A,Critical,27.15,82.23,103.97,3.1059,13.3392,7,0.4391,8.74
90059A,C,Critical,1.34,2.68,3.71,0.073,0.5605,14,0.4388,18.42
22682,C,Critical,11.88,16.9,26.73,0.7024,3.5285,14,0.4383,16.92
35981C,C,Critical,14.66,23.52,35.31,0.8426,4.9102,14,0.4381,17.4
22550,A,Critical,10.21,26.32,34.76,1.206,4.2696,7,0.4379,8.46
84509c,C,Critical,0.78,1.46,2.06,0.0429,0.3045,14,0.4378,18.16
22524,B,Critical,21.27,30.51,48.88,1.8369,5.8478,10,0.4377,11.58
20670,C,Critical,18.96,94.17,101.54,0.5265,19.6629,14,0.4374,36.02
84247N,C,Critical,1.87,5.42,6.62,0.0858,1.1323,14,0.437,21.82
84551,C,Critical,0.83,2.49,3.01,0.0372,0.5204,14,0.437,22.3
90151,C,Critical,0.39,1.04,1.3,0.0186,0.2166,14,0.4368,20.94
20794,C,Critical,2.8,5.56,7.66,0.1502,1.1612,14,0.4365,18.63
84366,C,Critical,0.1,0.31,0.37,0.0043,0.0654,14,0.4359,23.2
22046,B,Critical,68.84,99.25,158.26,5.9013,19.0209,10,0.4351,11.66
22884,C,Critical,0.48,1.56,1.84,0.02,0.325,14,0.4349,23.96
90130A,C,Critical,0.66,1.69,2.13,0.0315,0.3537,14,0.4347,20.91
21322,C,Critical,9.74,28.85,34.87,0.4306,6.0228,14,0.4346,22.62
84596G,C,Critical,8.97,11.18,18.71,0.5379,2.3344,14,0.4344,16.68
21355,A,Critical,36.54,135.86,162.74,3.8398,22.0391,7,0.4342,9.52
90063B,C,Critical,0.32,0.79,1.01,0.0157,0.1642,14,0.4338,20.51
84731,C,Critical,0.04,0.18,0.2,0.0014,0.0378,14,0.4337,30.53
20980,C,Critical,4.02,7.0,10.1,0.2217,1.4614,14,0.4332,18.15
22907,B,Critical,38.44,101.68,129.75,2.8069,19.4878,10,0.4332,13.69
21747,B,Critical,30.48,94.98,115.72,2.0744,18.2033,10,0.4329,14.69
47566b,C,Critical,0.51,1.11,1.47,0.0258,0.2319,14,0.4328,19.7
22481,C,Critical,11.39,13.99,23.53,0.681,2.9216,14,0.4327,16.72
22472,A,Critical,11.79,53.17,61.07,1.1273,8.6257,7,0.4322,10.46
90073,C,Critical,0.69,1.38,1.88,0.0358,0.2885,14,0.4321,19.17
22802,C,Critical,0.9,1.81,2.47,0.0472,0.3774,14,0.4321,19.12
90018B,C,Critical,0.5,0.9,1.28,0.0272,0.1873,14,0.4312,18.47
84927A,C,Critical,5.17,22.7,24.76,0.1474,4.739,14,0.4304,35.1
20993,B,Critical,354.57,1849.08,2005.98,15.6896,354.3826,10,0.43,22.6
21412,C,Critical,6.75,9.41,14.85,0.3891,1.9639,14,0.4295,17.36
35973,C,Critical,1.5,3.75,4.73,0.0701,0.7827,14,0.4295,21.42
22744,B,Critical,11.82,25.14,34.24,0.9099,4.8178,10,0.4292,12.99
79340P,C,Critical,0.04,0.26,0.26,0.0,0.0535,14,0.4291,999.0
22779,B,Critical,11.55,42.8,49.7,0.6896,8.2028,10,0.4289,16.74
22973,C,Critical,4.66,9.64,12.95,0.2361,2.0129,14,0.4288,19.72
17012F,C,Critical,5.39,17.97,20.83,0.2046,3.7519,14,0.4286,26.35
22502,A,Critical,22.74,45.74,64.9,2.7368,7.42,7,0.4275,8.31
22578,A,Critical,36.54,93.12,122.3,4.1688,15.1049,7,0.427,8.76
47591A,C,Critical,3.94,5.64,8.77,0.2232,1.1784,14,0.4267,17.65
20888,C,Critical,13.79,44.34,51.69,0.525,9.2586,14,0.4263,26.26
22163,B,Critical,6.72,14.15,19.27,0.5122,2.7112,10,0.4261,13.12
22845,B,Critical,4.37,10.53,13.7,0.3176,2.0176,10,0.4256,13.77
21290,C,Critical,0.09,0.36,0.4,0.0029,0.0756,14,0.4252,32.66
16243B,C,Critical,9.79,37.14,41.39,0.3033,7.7546,14,0.4242,32.28
90004A,C,Critical,0.05,0.18,0.2,0.0014,0.0378,14,0.4236,33.06
79157B,C,Critical,0.05,0.18,0.2,0.0014,0.0378,14,0.4235,33.08
21076,C,Critical,23.32,42.66,59.52,1.2046,8.9072,14,0.4232,19.36
85039b,C,Critical,0.19,0.72,0.8,0.0057,0.1513,14,0.4228,33.26
DCGS0069,C,Critical,0.14,0.36,0.44,0.0057,0.0755,14,0.4226,23.64
35909A,C,Critical,0.48,1.54,1.78,0.0172,0.3207,14,0.4222,27.72
22130,A,Critical,108.94,406.37,481.06,10.671,65.9195,7,0.4222,10.21
79029,A,Critical,38.71,111.93,141.14,4.1731,18.1566,7,0.4216,9.28
78026,C,Critical,0.55,2.0,2.24,0.0172,0.4177,14,0.4214,32.06
40003,B,Critical,20.29,52.2,66.2,1.3991,10.0051,10,0.4212,14.5
21942,B,Critical,35.14,126.07,145.95,1.9886,24.1614,10,0.4209,17.67
22931,C,Critical,3.89,13.76,15.5,0.1245,2.8722,14,0.4208,31.26
22244,A,Critical,41.0,120.16,150.84,4.382,19.4922,7,0.4206,9.36
47598,C,Critical,3.77,6.43,9.2,0.1974,1.3429,14,0.4206,19.1
21754,A,Critical,56.25,69.47,119.72,7.1788,11.2686,7,0.4203,7.83
37492D,C,Critical,12.23,32.83,39.9,0.505,6.8545,14,0.4203,24.21
22003,C,Critical,0.29,1.81,1.81,0.0,0.3782,14,0.4199,999.0
84968e,C,Critical,0.28,0.65,0.83,0.0129,0.1359,14,0.4196,22.01
90065B,C,Critical,0.59,1.19,1.6,0.0286,0.2494,14,0.4189,20.68
22858,C,Critical,0.37,1.16,1.34,0.0129,0.242,14,0.4188,28.41
84596I,C,Critical,3.08,10.24,11.68,0.103,2.1373,14,0.4187,29.94
22537,B,Critical,87.58,246.91,303.67,5.6767,47.3202,10,0.4184,15.43
22635,A,Critical,12.51,31.83,41.53,1.3848,5.164,7,0.4184,9.03
90177D,C,Critical,0.73,1.64,2.1,0.0329,0.3433,14,0.4179,22.09
22722,C,Critical,0.25,1.54,1.54,0.0,0.3212,14,0.4177,999.0
85023C,C,Critical,0.69,1.43,1.89,0.0329,0.2986,14,0.4174,21.08
82613C,C,Critical,5.86,6.94,11.66,0.3376,1.4484,14,0.4173,17.35
84732D,C,Critical,0.15,0.44,0.52,0.0057,0.0925,14,0.417,26.69
84952C,C,Critical,8.7,20.15,25.54,0.3848,4.208,14,0.4168,22.6
72818,C,Critical,15.52,22.03,33.93,0.8498,4.5999,14,0.4167,18.26
85087,C,Critical,2.52,5.43,7.05,0.1159,1.1327,14,0.4166,21.71
84817,C,Critical,2.87,5.03,7.07,0.1459,1.0497,14,0.4166,19.67
72801E,C,Critical,32.78,105.2,120.61,1.1001,21.9664,14,0.4163,29.79
84926F,C,Critical,1.69,3.7,4.78,0.0773,0.7718,14,0.416,21.93
35818B,C,Critical,13.31,34.51,42.06,0.5393,7.2055,14,0.4154,24.68
22111,A,Critical,67.05,139.04,193.32,7.7539,22.5545,7,0.4152,8.65
22274,A,Critical,32.74,92.54,116.68,3.4492,15.0107,7,0.4143,9.49
90094,C,Critical,1.74,3.03,4.25,0.0873,0.633,14,0.4141,19.89
18096C,C,Critical,3.69,9.34,11.44,0.1502,1.9497,14,0.4141,24.54
84648,C,Critical,0.05,0.18,0.2,0.0014,0.0378,14,0.4135,35.62
84510b,C,Critical,0.05,0.18,0.2,0.0014,0.0378,14,0.4134,35.64
21328,B,Critical,20.15,23.91,40.88,1.6967,4.5822,10,0.4131,11.88
84985a,C,Critical,0.32,0.67,0.88,0.0143,0.1409,14,0.413,22.1
22554,A,Critical,73.26,150.93,209.91,8.4249,24.4836,7,0.4127,8.7
84990,B,Critical,86.77,195.53,255.94,6.0401,37.4749,10,0.412,14.37
22870,C,Critical,2.81,8.83,10.09,0.0901,1.8432,14,0.411,31.21
84965A,B,Critical,0.7,3.07,3.35,0.0286,0.5881,10,0.4109,24.63
84600,C,Critical,1.62,3.14,4.21,0.0758,0.6567,14,0.41,21.37
21479,A,Critical,39.54,104.02,133.37,4.1931,16.8732,7,0.4097,9.43
84974,C,Critical,1.35,2.06,3.04,0.0701,0.4308,14,0.4096,19.26
84858A,C,Critical,2.4,7.48,8.54,0.0758,1.5611,14,0.4093,31.66
35824B,C,Critical,22.61,66.99,77.57,0.7554,13.9879,14,0.4091,29.93
22047,B,Critical,85.89,138.64,205.17,6.6524,26.5714,10,0.4089,12.91
21275,B,Critical,4.9,11.92,15.15,0.3233,2.2845,10,0.4088,15.15
90124A,C,Critical,0.67,1.25,1.69,0.0315,0.2603,14,0.4087,21.15
21590,A,Critical,46.42,120.73,155.0,4.8956,19.584,7,0.4073,9.48
22794,C,Critical,2.25,3.98,5.5,0.1087,0.8308,14,0.4072,20.71
21881,C,Critical,6.72,10.05,14.92,0.3476,2.0988,14,0.4069,19.32
21611,B,Critical,14.43,26.41,37.05,1.0644,5.0615,10,0.4065,13.56
21760,B,Critical,0.33,0.98,1.17,0.0186,0.1883,10,0.4064,17.58
22440,B,Critical,51.22,103.55,139.91,3.6366,19.845,10,0.4064,14.09
21749,A,Critical,67.61,371.11,400.78,4.2375,60.2008,7,0.4058,15.96
72130,C,Critical,18.51,35.32,47.23,0.8512,7.374,14,0.4056,21.74
85039a,C,Critical,0.92,2.05,2.59,0.0386,0.4282,14,0.4055,23.92
84726,C,Critical,9.53,26.01,30.67,0.3333,5.4299,14,0.4055,28.58
84919,C,Critical,9.17,42.1,43.32,0.0873,8.7903,14,0.4046,105.02
72807c,C,Critical,1.86,4.03,5.13,0.0787,0.8418,14,0.4042,23.7
72083A,C,Critical,1.05,2.99,3.47,0.0343,0.6233,14,0.404,30.5
22875,C,Critical,2.92,8.85,10.08,0.0873,1.8487,14,0.403,33.47
20832,C,Critical,17.3,25.82,38.16,0.8813,5.3914,14,0.4029,19.63
21463,A,Critical,9.29,22.42,29.32,0.9857,3.6364,7,0.402,9.42
85185E,C,Critical,0.17,0.68,0.72,0.0029,0.1416,14,0.4018,60.03
22882,C,Critical,0.7,1.67,2.05,0.0272,0.3479,14,0.4017,25.93
35004S,C,Critical,4.48,8.95,11.65,0.1931,1.8677,14,0.3995,23.22
17014C,C,Critical,5.41,17.39,19.33,0.1388,3.6312,14,0.3994,38.96
35968,C,Critical,17.38,27.1,39.06,0.8541,5.6588,14,0.399,20.35
72814,B,Critical,5.82,13.16,16.94,0.3777,2.5222,10,0.3988,15.42
20677,A,Critical,54.41,111.25,153.36,6.0157,18.0467,7,0.3984,9.04
85115B,C,Critical,0.17,0.54,0.6,0.0043,0.1135,14,0.3983,39.51
20772,B,Critical,15.9,48.88,57.14,0.8255,9.3687,10,0.3982,19.26
15044D,A,Critical,13.99,40.7,50.18,1.3534,6.6025,7,0.3981,10.33
85077,C,Critical,0.06,0.18,0.2,0.0014,0.0378,14,0.398,39.57
46000R,C,Critical,4.49,7.77,10.69,0.2089,1.6216,14,0.3979,21.52
20846,B,Critical,14.27,22.13,32.92,1.0787,4.2414,10,0.3977,13.23
90120B,C,Critical,2.12,3.63,5.01,0.0987,0.7572,14,0.3969,21.5
35920,C,Critical,55.53,173.93,193.91,1.4278,36.3154,14,0.3968,38.89
37479P,C,Critical,0.42,1.16,1.34,0.0129,0.242,14,0.3966,32.44
16248B,C,Critical,3.21,9.02,10.38,0.0973,1.8832,14,0.3965,33.01
20622,B,Critical,12.11,40.02,45.76,0.5737,7.6698,10,0.3963,21.12
22294,A,Critical,144.9,272.74,386.83,16.299,44.2424,7,0.3962,8.89
21280,B,Critical,98.5,432.12,461.02,2.8898,82.8177,10,0.3952,34.09
22985,C,Critical,27.49,36.91,56.73,1.4163,7.7059,14,0.3952,19.41
21837,B,Critical,4.67,7.47,10.94,0.3462,1.4324,10,0.3951,13.48
20910,C,Critical,3.05,4.99,6.99,0.1431,1.0419,14,0.3945,21.3
22877,C,Critical,3.11,8.84,10.1,0.0901,1.8455,14,0.3944,34.52
20757,B,Critical,228.51,948.44,1022.86,7.4421,181.7709,10,0.3943,30.7
21417,C,Critical,4.47,7.97,10.77,0.2003,1.6637,14,0.3942,22.34
21674,C,Critical,1.58,3.41,4.27,0.0615,0.7125,14,0.3941,25.64
22819,C,Critical,21.88,30.43,45.88,1.103,6.3545,14,0.3933,19.84
37491D,C,Critical,0.81,1.73,2.17,0.0315,0.3617,14,0.3929,25.69
21476,B,Critical,1.97,3.32,4.74,0.1416,0.6367,10,0.3919,13.9
72754D,C,Critical,0.06,0.18,0.2,0.0014,0.0378,14,0.3909,41.41
90011E,C,Critical,0.19,0.4,0.5,0.0072,0.0843,14,0.3907,26.24
21628,B,Critical,2.36,5.38,6.83,0.1445,1.0313,10,0.3895,16.34
35646,C,Critical,0.99,1.96,2.52,0.0401,0.4092,14,0.3894,24.74
22876,C,Critical,3.14,8.82,10.02,0.0858,1.8422,14,0.3894,36.56
84472,A,Critical,2.29,12.04,12.88,0.1202,1.9536,7,0.3893,19.09
35809a,C,Critical,0.1,0.26,0.3,0.0029,0.0535,14,0.3891,33.7
44242A,C,Critical,0.12,0.36,0.4,0.0029,0.0756,14,0.389,41.89
90177A,C,Critical,0.19,0.4,0.5,0.0072,0.0843,14,0.3888,26.46
84292,C,Critical,1.46,2.69,3.55,0.0615,0.5619,14,0.3885,23.68
20672,C,Critical,4.25,6.72,9.48,0.1974,1.4024,14,0.3885,21.53
22685,C,Critical,13.66,17.11,26.99,0.7053,3.5735,14,0.3884,19.37
84985B,C,Critical,4.41,8.34,10.91,0.1831,1.7422,14,0.3883,24.1
47480,B,Critical,23.97,58.32,72.26,1.3934,11.178,10,0.3882,17.2
20952,C,Critical,2.48,4.96,6.34,0.0987,1.0353,14,0.3881,25.16
84877A,C,Critical,1.29,2.73,3.41,0.0486,0.5695,14,0.3877,26.5
85231e,C,Critical,0.06,0.18,0.2,0.0014,0.0378,14,0.3873,42.33
16047,C,Critical,472.79,1627.35,1736.06,7.7654,339.787,14,0.3873,60.88
84912a,C,Critical,0.12,0.36,0.4,0.0029,0.0756,14,0.3871,42.38
21915,A,Critical,247.42,758.83,912.69,21.98,123.0955,7,0.3869,11.26
21084,C,Critical,8.83,10.86,17.25,0.4564,2.2677,14,0.3868,19.35
85130B,C,Critical,2.6,4.59,6.15,0.1116,0.9585,14,0.3859,23.32
22273,A,Critical,41.28,100.51,129.24,4.1044,16.3039,7,0.3855,10.06
84456,C,Critical,1.26,3.35,3.85,0.0358,0.7001,14,0.3855,35.32
47569,C,Critical,0.06,0.26,0.26,0.0,0.0535,14,0.3854,999.0
22767,B,Critical,5.04,9.0,12.45,0.3448,1.7254,10,0.3854,14.61
84921,C,Critical,0.59,1.1,1.44,0.0243,0.2289,14,0.3843,24.36
47587A,C,Critical,81.14,219.41,249.57,2.1545,45.8125,14,0.3831,37.66
20798,B,Critical,10.11,20.11,26.59,0.6481,3.8536,10,0.383,15.59
21955,A,Critical,44.94,141.8,168.6,3.8298,23.0015,7,0.3829,11.73
35916C,C,Critical,2.0,4.03,5.09,0.0758,0.8421,14,0.3824,26.44
85069,C,Critical,0.13,0.54,0.54,0.0,0.1135,14,0.3822,999.0
22417,A,Critical,190.69,459.72,591.28,18.794,74.575,7,0.3822,10.15
22153,B,Critical,60.22,87.05,131.46,4.4406,16.6836,10,0.3822,13.56
21287,B,Critical,66.61,181.08,214.62,3.3534,34.7048,10,0.3816,19.86
21687,B,Critical,10.47,19.86,26.67,0.681,3.8062,10,0.3806,15.37
72755D,C,Critical,21.33,44.57,55.24,0.7625,9.3056,14,0.3798,27.97
90214P,C,Critical,1.37,2.82,3.52,0.0501,0.5879,14,0.3797,27.45
21550,B,Critical,8.83,24.83,29.03,0.4206,4.7584,10,0.3794,20.99
TEST002,C,Critical,0.06,0.18,0.2,0.0014,0.0378,14,0.3794,44.38
22817,C,Critical,22.57,29.98,45.36,1.0987,6.2601,14,0.3794,20.55
85036A,B,Critical,8.38,13.48,19.35,0.5866,2.5843,10,0.3791,14.29
21864,A,Critical,17.78,50.21,61.35,1.5908,8.1456,7,0.379,11.17
21731,A,Critical,202.94,406.07,555.2,21.3033,65.872,7,0.3787,9.53
20865,C,Critical,9.45,25.04,28.43,0.2418,5.2289,14,0.3783,39.08
22259,C,Critical,3.5,5.66,7.79,0.1516,1.1824,14,0.378,23.06
22485,A,Critical,8.01,16.75,22.52,0.824,2.7172,7,0.3777,9.72
90160D,C,Critical,1.36,2.53,3.27,0.0529,0.5286,14,0.3776,25.65
90058A,C,Critical,9.81,19.5,24.55,0.3605,4.0719,14,0.3774,27.2
85048,A,Critical,19.41,44.9,58.25,1.907,7.2841,7,0.3765,10.18
37485,C,Critical,2.1,4.53,5.52,0.0701,0.9467,14,0.3759,29.98
21124,A,Critical,83.63,167.96,228.77,8.6881,27.2456,7,0.3758,9.63
85040a,C,Critical,0.78,1.61,1.99,0.0272,0.3353,14,0.3757,28.63
22777,B,Critical,3.38,8.06,9.89,0.1831,1.5452,10,0.3755,18.47
84029D,C,Critical,2.35,5.35,6.37,0.073,1.1173,14,0.3755,32.18
30086C,C,Critical,0.07,0.18,0.2,0.0014,0.0378,14,0.3753,45.45
90050,C,Critical,0.14,0.31,0.37,0.0043,0.0654,14,0.3745,32.25
47574A,C,Critical,0.93,1.46,2.02,0.0401,0.3049,14,0.3744,23.12
79308B,C,Critical,7.5,18.43,21.32,0.206,3.8486,14,0.3743,36.41
22355,A,Critical,189.29,320.8,465.75,20.7067,52.0398,7,0.3737,9.14
90012A,C,Critical,0.1,0.26,0.3,0.0029,0.0535,14,0.3733,36.59
21225,C,Critical,0.1,0.26,0.3,0.0029,0.0535,14,0.3728,36.67
84218,C,Critical,4.23,5.85,8.59,0.196,1.2207,14,0.3728,21.56
